CANONICAL_SMILES,REFERENCE_ID,NAME,DOI,LINK,ORGANISM,ORGANISM_PART,COCONUT_ID,MOL_FILENAME,STRUCTURAL_COMMENTS,GEO_LOCATION,LOCATION
CCCCCCCCCC(=O)O[C@H]1[C@@H](O[C@]2(CO)O[C@@H](CO)[C@H](O)[C@H]2OC(=O)CC(C)C)O[C@H](CO)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,308,Solanaceae,10.1055/s-0034-1383192,http://www.inflamnat.com/#/main/search/detail?id=308,Solanaceae,,,,,,
CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](OS(=O)(=O)O)O[C@H]1O,116,Marine fungi,10.1021/jf801578x,http://www.inflamnat.com/#/main/search/detail?id=116,Marine fungi,,,,,,
C[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1OS(=O)(=O)O,136,Marine,10.1016/j.intimp.2016.12.006,http://www.inflamnat.com/#/main/search/detail?id=136,Marine,,,,,,
O=C1C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,10,Rosaceae,10.1016/j.intimp.2015.01.018,http://www.inflamnat.com/#/main/search/detail?id=10,Rosaceae,,,,,,
O=C(O[C@@H]1CC2=C(C=C(O)C=C2O)O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1,114,Theaceae,10.5009/gnl.2012.6.2.188,http://www.inflamnat.com/#/main/search/detail?id=114,Theaceae,,,,,,
CC(C)(O)CCC1=C2OC(=O)C3=C(OC4=C3C=CC(O)=C4)C2=CC=C1O,548,Leguminosae,10.1055/a-0746-8622,http://www.inflamnat.com/#/main/search/detail?id=548,Leguminosae,,,,,,
CC(C)=CCC1=C2OC(=O)C3=C(OC4=C3C=CC(O)=C4)C2=CC=C1O,549,Leguminosae,10.1055/a-0746-8622,http://www.inflamnat.com/#/main/search/detail?id=549,Leguminosae,,,,,,
COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C2=C1[C@@H](O)C[C@@H](C1=CC=CC=C1)O2,621,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=621,Leguminosae,,,,,,
O=C(/C=C/C1=CC=C(O)C=C1)C1=C(O)C=C(O)C=C1,202,Leguminosae,10.1007/s00011-008-8183-6,http://www.inflamnat.com/#/main/search/detail?id=202,Leguminosae,,,,,,
COC1=C(O)C=CC(C2=C(O)C(=O)C3=C(C=C(O)C=C3O)O2)=C1,203,Umbelliferae,10.1016/j.fct.2013.05.049,http://www.inflamnat.com/#/main/search/detail?id=203,Umbelliferae,,,,,,
COC1=C(O)C=CC(C2=CC(=O)C3=C(C=C(O)C(OC)=C3O)O2)=C1,204,Asteraceae,10.1016/j.jep.2009.06.001,http://www.inflamnat.com/#/main/search/detail?id=204,Asteraceae,,,,,,
COC1=C(OC)C=C(C2=CC(=O)C3=C(O)C(OC)=C(O)C=C3O2)C=C1,205,Asteraceae,10.1016/j.jep.2009.06.001,http://www.inflamnat.com/#/main/search/detail?id=205,Asteraceae,,,,,,
O=C1C(O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,206,Polygonaceae,10.1016/j.biopha.2016.04.013,http://www.inflamnat.com/#/main/search/detail?id=206,Polygonaceae,,,,,,
O=C1C(O)=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,208,Widely distributed in plant,10.1155/2007/45673,http://www.inflamnat.com/#/main/search/detail?id=208,Widely distributed in plant,,,,,,
CC1(C)C=CC2=C(C=CC(C(=O)/C=C/C3=CC=CC=C3)=C2O)O1,235,Leguminosae,10.1016/j.phrs.2017.02.027,http://www.inflamnat.com/#/main/search/detail?id=235,Leguminosae,,,,,,
O=C1C=C(C2=CC(O)=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,238,Widely distributed in plant,10.4162/nrp.2013.7.6.423,http://www.inflamnat.com/#/main/search/detail?id=238,Widely distributed in plant,,,,,,
COC1=C(O)C(OC)=CC(C2=[O+]C3=C(C=C2O)C(O)=CC(O)=C3)=C1,243,Widely distributed in plant,10.1016/j.ejphar.2013.11.041,http://www.inflamnat.com/#/main/search/detail?id=243,Widely distributed in plant,,,,,,
O=C1C2=C(C=C(O)C(O)=C2)OC2=C1C(O)=C([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=C2,244,Anacardiaceae,10.1038/srep42683,http://www.inflamnat.com/#/main/search/detail?id=244,Anacardiaceae,,,,,,
O=C1C(O)=C(C2=CC(O)=C(O)C(O)=C2)OC2=C1C(O)=CC(O)=C2,275,Ebenaceae,10.1080/09168451.2016.1171697,http://www.inflamnat.com/#/main/search/detail?id=275,Ebenaceae,,,,,,
COC1=C(O)C2=C(C=C1O)OC(C1=CC=CC=C1)=CC2=O,301,Papilionaceae,10.1016/s0006-2952(00)00255-0,http://www.inflamnat.com/#/main/search/detail?id=301,Papilionaceae,,,,,,
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,309,Rutaceae,10.4314/tjpr.v16i9.22,http://www.inflamnat.com/#/main/search/detail?id=309,Rutaceae,,,,,,
O=C(CCC1=CC=C(O)C=C1)C1=C(O)C=C(O)C=C1O,314,Rosaceae,10.1016/j.foodchem.2012.03.002,http://www.inflamnat.com/#/main/search/detail?id=314,Rosaceae,,,,,,
O=C1/C(=C/C2=CC(O)=C(O)C=C2)COC2=C1C=CC(O)=C2,353,Leguminosae,10.1016/j.intimp.2015.06.015,http://www.inflamnat.com/#/main/search/detail?id=353,Leguminosae,,,,,,
O=C(O)[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2O)C(=O)C=C(C2=CC=C(O)C=C2)O3)[C@H](O)[C@@H](O)[C@@H]1O,365,Lamiaceae,10.3892/mmr.2017.7292,http://www.inflamnat.com/#/main/search/detail?id=365,Lamiaceae,,,,,,
COC1=CC=C(C2=CC(=O)C3=C(OC)C(OC)=C(OC)C=C3O2)C=C1,366,Rutaceae,10.4314/tjpr.v16i9.22,http://www.inflamnat.com/#/main/search/detail?id=366,Rutaceae,,,,,,
CC(C)=CCC1=C(O)C(C(=O)/C=C/C2=CC=C(O)C=C2)=CC=C1O,198,Moraceae|Polygonaceae,10.1007/s12272-015-0612-9,http://www.inflamnat.com/#/main/search/detail?id=198,Moraceae|Polygonaceae,,,,,,
COC1=CC(O)=C(OC)C(O)=C1C(=O)/C=C/C1=CC=CC=C1,199,Moraceae|Polygonaceae,10.1007/s12272-015-0612-9,http://www.inflamnat.com/#/main/search/detail?id=199,Moraceae|Polygonaceae,,,,,,
CC(C)=CCC1=C(O)C2=C(OC(C3=CC(O)=C(O)C=C3)=CC2=O)C(CC=C(C)C)=C1O,200,Moraceae|Polygonaceae,10.1007/s12272-015-0612-9,http://www.inflamnat.com/#/main/search/detail?id=200,Moraceae|Polygonaceae,,,,,,
OC1=CC2=C(C(O)=C1)[C@H](C1=C3O[C@H](C4=CC(O)=C(O)C=C4)[C@H](O)CC3=C(O)C=C1O)[C@@H](O)[C@@H](C1=CC(O)=C(O)C=C1)O2,334,Widely distributed in plant,10.1002/mnfr.201400370,http://www.inflamnat.com/#/main/search/detail?id=334,Widely distributed in plant,,,,,,
C=C(C)[C@@H](O)CC1=C(O)C=C(O)C2=C1OC(C1=CC=C(OC)C=C1)=C(O)C2=O,343,Berberidaceae,10.1016/j.intimp.2010.04.015,http://www.inflamnat.com/#/main/search/detail?id=343,Berberidaceae,,,,,,
COC1=C(O)C=C([C@@H]2CC(=O)C3=C(C=C(O)C=C3O)O2)C=C1,185,Rutaceae,10.1007/s10753-016-0311-9,http://www.inflamnat.com/#/main/search/detail?id=185,Rutaceae,,,,,,
COC1=CC=C(C2=C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C(=O)C3=C(O2)C(CC=C(C)C)=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C3O)C=C1,195,Berberidaceae,10.1016/j.ejphar.2010.05.012,http://www.inflamnat.com/#/main/search/detail?id=195,Berberidaceae,,,,,,
O=C1C=C(C2=CC(O)=C(O)C=C2)OC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=C12,239,Widely distributed in plant,10.4162/nrp.2013.7.6.423,http://www.inflamnat.com/#/main/search/detail?id=239,Widely distributed in plant,,,,,,
COC1=C(O)C=C([C@@H]2CC(=O)C3=C(C=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C=C3O)O2)C=C1,283,Rutaceae,10.1021/jf2013265,http://www.inflamnat.com/#/main/search/detail?id=283,Rutaceae,,,,,,
O=C(/C=C/C1=CC(O)=C(O)C=C1)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](OCCC2=CC(O)=C(O)C=C2)O[C@@H]1CO,327,Plantaginaceae,10.1007/s10753-018-0733-7,http://www.inflamnat.com/#/main/search/detail?id=327,Plantaginaceae,,,,,,
CC(C)=CCC/C(C)=C/CC1=C(O)C=CC2=C1O[C@H](C1=CC=C(O)C=C1)CC2=O,335,Moraceae,10.1055/s-0031-1298580,http://www.inflamnat.com/#/main/search/detail?id=335,Moraceae,,,,,,
O=C1C(C2=CC=C(O)C=C2)=COC2=C([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(O)=CC=C12,341,Leguminosae,10.1016/j.taap.2009.12.023,http://www.inflamnat.com/#/main/search/detail?id=341,Leguminosae,,,,,,
COC1=CC(O)=C2C(=O)C=C(C3=CC=C(O)C=C3)OC2=C1[C@@H]1C[C@H](O)[C@H](O)[C@@H](C)O1,486,Gramineae,10.1186/1423-0127-18-28,http://www.inflamnat.com/#/main/search/detail?id=486,Gramineae,,,,,,
CC(C)=CCC1=C(O)C=CC(C(=O)[C@@H]2[C@@H](C3=C(O)C=C(O)C=C3)CC(C)=C[C@H]2C2=CC([C@H]3OC4=C(C=CC(O)=C4)C(=O)[C@@H]3O)=C(O)C=C2)=C1O,166,Moraceae,10.1016/j.phytochem.2004.07.010,http://www.inflamnat.com/#/main/search/detail?id=166,Moraceae,,,,,,
CC(C)=CCC1=C(O)C=CC(C(=O)[C@@H]2[C@@H](C3=C(O)C=C(O)C=C3)CC(C)=C[C@H]2C2=CC3=C(C=C2O)OC(C2=CC(O)=CC(O)=C2)=C3)=C1O,167,Moraceae,10.1016/j.phytochem.2004.07.010,http://www.inflamnat.com/#/main/search/detail?id=167,Moraceae,,,,,,
CC1=C[C@@H](C2=C(O)C=CC(C3=C(O)C(=O)C4=C(C=C(O)C=C4)O3)=C2O)[C@H](C(=O)C2=C(O)C=C(O)C=C2)[C@@H](C2=C(O)C=C(O)C=C2)C1,168,Moraceae,10.1016/j.phytochem.2004.07.010,http://www.inflamnat.com/#/main/search/detail?id=168,Moraceae,,,,,,
C/C=C(\C)C(=O)OCC1(O)C2CC2C2(C)C1CC1=C(COC(C)=O)C(=O)OC13C1C4=C(CC32)C2CC2C4(C)C(O)C(=O)/C1=C(/C)C(=O)OC,415, Lamiaceae,10.3390/molecules200915989,http://www.inflamnat.com/#/main/search/detail?id=415, Lamiaceae,,,,,,
COC1=C(O)C=CC([C@H]2OC3=C(C=CC([C@H]4OC5=C(C(=O)[C@@H]4O)C(O)=CC(O)=C5)=C3)O[C@@H]2CO)=C1,416,Asteraceae,10.1016/j.micpath.2017.05.011,http://www.inflamnat.com/#/main/search/detail?id=416,Asteraceae,,,,,,
C=C(C)[C@H](CC=C(C)C)CC1=C2O[C@H](C3=C(O)C=C(O)C=C3)CC(=O)C2=C(O)C=C1O,418,Fabaceae,10.1016/j.intimp.2016.06.021,http://www.inflamnat.com/#/main/search/detail?id=418,Fabaceae,,,,,,
O=C1C=C(C2=CC=C(O)C=C2)OC2=C1C(O)=C([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=C2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,445,Urticaceae,10.1021/np100937e,http://www.inflamnat.com/#/main/search/detail?id=445,Urticaceae,,,,,,
CC(C)=CCOC1=CC(O)=C(C(=O)/C=C/C2=CC=C(O)C=C2)C=C1,457,Fabaceae,10.1021/np100547b,http://www.inflamnat.com/#/main/search/detail?id=457,Fabaceae,,,,,,
O=C1C[C@@H](C2=CC(O)=CC(O)=C2)OC2=C1C(O)=CC(O)=C2,459,Vitaceae,10.1177/1934578x1501000302,http://www.inflamnat.com/#/main/search/detail?id=459,Vitaceae,,,,,,
O=C1C(C2=CC=C(O)C=C2)=COC2=C1C=CC(O)=C2,96,Leguminosae,10.1007/s12640-012-9328-5,http://www.inflamnat.com/#/main/search/detail?id=96,Leguminosae,,,,,,
OCC1O[C@@H](OC2=CC(O)=C3C[C@H](O)[C@@H](C4=CC(O)=C(O)C=C4)OC3=C2)C(O)[C@@H](O)[C@@H]1O,47,Leguminosae,10.1016/j.intimp.2015.10.003,http://www.inflamnat.com/#/main/search/detail?id=47,Leguminosae,,,,,,
COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2OC(C3=CC(O)=C(O)C=C3)=C(O)C(=O)C2=C1O,507,Asteraceae,10.1016/j.fitote.2017.12.024,http://www.inflamnat.com/#/main/search/detail?id=507,Asteraceae,,,,,,
O=C1C=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,2,Widely distributed in plant,10.1371/journal.pone.0107072,http://www.inflamnat.com/#/main/search/detail?id=2,Widely distributed in plant,,,,,,
CC(C)=CCC[C@@]1(C)C=CC2=C(O)C(C(=O)CCC3=CC(O)=C(O)C=C3)=CC=C2O1,3,Moraceae,10.1055/s-0031-1298580,http://www.inflamnat.com/#/main/search/detail?id=3,Moraceae,,,,,,
CC(C)=CCC[C@@]1(C)C=CC2=C(O)C(C(=O)/C=C/C3=CC(O)=C(O)C=C3)=CC=C2O1,4,Moraceae,10.1055/s-0031-1298580,http://www.inflamnat.com/#/main/search/detail?id=4,Moraceae,,,,,,
O=C1C=C(C2=CC=CC=C2)OC2=C1C(O)=C(O)C(O)=C2,18,Labiatae,10.1007/s10753-014-0013-0,http://www.inflamnat.com/#/main/search/detail?id=18,Labiatae,,,,,,
O=C(O)[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2O)C(=O)C=C(C2=CC=CC=C2)O3)[C@H](O)[C@@H](O)[C@@H]1O,19,Labiatae,10.1007/s10753-014-0013-0,http://www.inflamnat.com/#/main/search/detail?id=19,Labiatae,,,,,,
COC1=C(O)C=C(O)C2=C1OC(C1=CC=CC=C1)=CC2=O,20,Labiatae,10.1007/s10753-014-0013-0,http://www.inflamnat.com/#/main/search/detail?id=20,Labiatae,,,,,,
COC1=C(C(=O)/C=C/C2=CC=CC=C2)C(O)=CC(O)=C1,40,Compositae,10.1038/sj.bjp.0706856,http://www.inflamnat.com/#/main/search/detail?id=40,Compositae,,,,,,
COC1=C(O)C=C(C2=C(OC)C(=O)C3=C(C=C(OC)C(OC)=C3O)O2)C=C1,46,Compositae,10.1016/j.jep.2014.10.046,http://www.inflamnat.com/#/main/search/detail?id=46,Compositae,,,,,,
O=C(/C=C/C1=CC=CC=C1)C1=CC=CC=C1,52,Umbelliferae,10.1021/jm00062a016,http://www.inflamnat.com/#/main/search/detail?id=52,Umbelliferae,,,,,,
O=C1C=C(C2=CC=CC=C2)OC2=C1C(O)=CC(O)=C2,57,Passifloraceae,10.1055/s-2005-864140,http://www.inflamnat.com/#/main/search/detail?id=57,Passifloraceae,,,,,,
COC1=C(O)C=C([C@H]2CC(=O)C3=C(C=C(O)C(C/C=C(\C)CCC=C(C)C)=C3O)O2)C=C1O,66,Scrophulariaceae,10.1021/acs.jnatprod.7b00325,http://www.inflamnat.com/#/main/search/detail?id=66,Scrophulariaceae,,,,,,
CC(C)=CCC1=C(C2=C(O)C=C(O)C=C2)OC2=CC3=C(C=CC(C)(C)O3)C(O)=C2C1=O,74,Moraceae,10.1021/np100638h,http://www.inflamnat.com/#/main/search/detail?id=74,Moraceae,,,,,,
O=C1C(O)=C(C2=CC(O)=C(O)C=C2)OC2=C1C=CC(O)=C2,129,Anacardiaceae,10.3109/08923973.2011.648270,http://www.inflamnat.com/#/main/search/detail?id=129,Anacardiaceae,,,,,,
COC1=CC(=O)C2=C3C4=C(CC5=CCN(C)C(=C53)C=C2C1=O)OCO4,130,Annonaceae,10.1002/hlca.200590068,http://www.inflamnat.com/#/main/search/detail?id=130,Annonaceae,,,,,,
O=C1C(O)=C(C2=CC=CC=C2)OC2=C1C(O)=CC(O)=C2,143,Zingiberaceae,10.1016/j.ejphar.2012.08.013,http://www.inflamnat.com/#/main/search/detail?id=143,Zingiberaceae,,,,,,
CC(C)=CCC[C@]1(C)C=CC2=C(O)C3=C(O[C@]45C(=C[C@@H]6C[C@H]4C(C)(C)O[C@@]5(C/C=C(/C)C(=O)O)C6=O)C3=O)C(CC=C(C)C)=C2O1,146,Guttiferae,10.1155/2014/195327,http://www.inflamnat.com/#/main/search/detail?id=146,Guttiferae,,,,,,
O=C1C(C2=CC=C(O)C=C2)=COC2=C1C(O)=CC(O)=C2,152,Leguminosae,10.1155/2007/45673,http://www.inflamnat.com/#/main/search/detail?id=152,Leguminosae,,,,,,
C[C@@H]1O[C@@H](OC2=C(C3=CC(O)=C(O)C=C3)OC3=C(C(O)=CC(O)=C3)C2=O)[C@H](O)[C@H](O)[C@H]1O,153,Widely distributed in plant,10.1155/2007/45673,http://www.inflamnat.com/#/main/search/detail?id=153,Widely distributed in plant,,,,,,
O=C1C=C(C2=CC=CC=C2)OC2=CC=CC=C12,154,Widely distributed in plant,10.1155/2007/45673,http://www.inflamnat.com/#/main/search/detail?id=154,Widely distributed in plant,,,,,,
COC1=C(C2=CC=C3OCOC3=C2)OC2=C(C=CC3=C2C=C(C(C)(C)O)O3)C1=O,557,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=557,Leguminosae,,,,,,
CC(=O)O[C@@H]1C2=C(C=CC3=C2OC(C2=CC=CC=C2)=C(O)C3=O)OC(C)(C)[C@@H]1OC(C)=O,558,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=558,Leguminosae,,,,,,
CC(C)=CCC1=C(O)C(C(=O)/C=C/C2=CC=C3OCOC3=C2)=CC=C1O,559,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=559,Leguminosae,,,,,,
CC(C)=CCC1(CC=C(C)C)C(=O)C=C/C(=C(O)\C=C\C2=CC=C3OCOC3=C2)C1=O,560,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=560,Leguminosae,,,,,,
COC1=C2C=COC2=CC(O)=C1/C=C/C(=O)C1=CC=CC=C1,561,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=561,Leguminosae,,,,,,
COC1=C2C=COC2=CC(O)=C1[C@@H](CC(=O)C1=CC=CC=C1)OC,562,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=562,Leguminosae,,,,,,
O=C1C=C(C2=CC=CC=C2)OC2=C3C=COC3=CC=C12,563,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=563,Leguminosae,,,,,,
COC1=C2C(=O)C=C(C3=CC=CC=C3)OC2=C2C=COC2=C1,564,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=564,Leguminosae,,,,,,
COC1=CC(C2=C(OC)C(=O)C3=CC=C4OC=CC4=C3O2)=CC=C1,565,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=565,Leguminosae,,,,,,
O=C1C=C(C2=CC=CC(O)=C2)OC2=C3C=COC3=CC=C12,566,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=566,Leguminosae,,,,,,
COC1=C2OC=CC2=C2OC(C3=CC=CC=C3)=CC(=O)C2=C1OC,567,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=567,Leguminosae,,,,,,
COC1=CC=C(C2=CC(=O)C3=CC=C4OC=CC4=C3O2)C=C1OC,568,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=568,Leguminosae,,,,,,
COC1=CC=C(OC)C(C2=CC(=O)C3=CC=C4OC=CC4=C3O2)=C1,569,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=569,Leguminosae,,,,,,
COC1=CC=C(C2=C(OC)C(=O)C3=CC=C4OC=CC4=C3O2)C=C1OC,570,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=570,Leguminosae,,,,,,
COC1=C(C2=CC=CC(O)=C2)OC2=C3C=COC3=CC=C2C1=O,571,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=571,Leguminosae,,,,,,
COC1=C(C2=CC=C3OCOC3=C2)OC2=C3C=COC3=CC=C2C1=O,572,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=572,Leguminosae,,,,,,
COC1=C2OCOC2=CC(C2=C(OC)C(=O)C3=CC=C4OC=CC4=C3O2)=C1,573,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=573,Leguminosae,,,,,,
O=C1C=C(C2=CC=CC=C2)OC2=CC3=C(C=CO3)C(O)=C12,574,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=574,Leguminosae,,,,,,
COC1=C2C(=O)C=C(C3=CC=CC=C3)OC2=CC2=C1C=CO2,575,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=575,Leguminosae,,,,,,
COC1=C(C2=CC=C3OCOC3=C2)OC2=C3C=CC(C)(C)OC3=CC=C2C1=O,576,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=576,Leguminosae,,,,,,
COC1=C(C2=CC=CC=C2)OC2=C3C=CC(C)(C)OC3=CC=C2C1=O,577,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=577,Leguminosae,,,,,,
COC1=CC=C2C(=O)C(OC)C(C3=CC=C(OC)C(OC)=C3)OC2=C1,578,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=578,Leguminosae,,,,,,
COC1=CC=C2C(=O)C(OC)C(C3=CC=C(O)C(O)=C3)OC2=C1,579,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=579,Leguminosae,,,,,,
COC1=C(C2=CC=CC=C2)OC2=C3C(=CC=C2C1=O)OC(C)(C)[C@H](OC(C)=O)[C@@H]3OC(C)=O,580,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=580,Leguminosae,,,,,,
COC1=C(C2=CC=CC=C2)OC2=C3C(=CC=C2C1=O)OC(C)(C)[C@H](O)[C@@H]3OC(C)=O,581,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=581,Leguminosae,,,,,,
COC1=C(C2=CC=CC=C2)OC2=C3C(=CC=C2C1=O)OC(C)(C)[C@H](OC(C)=O)[C@@H]3O,582,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=582,Leguminosae,,,,,,
COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)/C1=C(O)/C=C/C1=CC=CC=C1,583,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=583,Leguminosae,,,,,,
COC1=CC=C(/C=C/C(=O)C2=C(O)C3=C(C=C2)OC(C)(C)C=C3)C=C1OC,584,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=584,Leguminosae,,,,,,
COC1=CC2=C(C=CC(C)(C)O2)C(O)=C1C(=O)/C=C/C1=CC=C2OCOC2=C1,585,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=585,Leguminosae,,,,,,
COC1=CC=C(/C=C/C(=O)C2=C(O)C3=C(C=C2)OC=C3)C=C1OC,586,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=586,Leguminosae,,,,,,
COC1=C(C(=O)/C=C(\O)C2=CC=C3OCOC3=C2)C=CC2=C1C=CO2,587,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=587,Leguminosae,,,,,,
COC1=C(OC)C=C(/C=C/C(=O)C2=C(O)C=C(O)C=C2)C=C1,588,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=588,Leguminosae,,,,,,
COC1=CC(OC)=C(C(=O)/C=C/C2=CC(OC)=C(OC)C=C2)C=C1,589,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=589,Leguminosae,,,,,,
CC(C)=CCC1=C(O)C=CC(C(=O)/C=C/C2=CC=CC=C2)=C1O,590,Leguminosae,10.1016/j.phytochem.2018.02.005,http://www.inflamnat.com/#/main/search/detail?id=590,Leguminosae,,,,,,
CC1(C)C=CC2=C(C=CC3=C2OC(C2=CC4=C(C=C2)OCO4)CC3=O)O1,600,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=600,Leguminosae,,,,,,
COC1=C(OC)C=C([C@@H]2CC(=O)C3=C(O2)C2=C(C=C3)OC(C)(C)C=C2)C=C1,601,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=601,Leguminosae,,,,,,
COC1=C2C(=O)C[C@@H](C3=CC=C4OCOC4=C3)OC2=C2C=CC(C)(C)OC2=C1,602,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=602,Leguminosae,,,,,,
COC1=C2C(=O)C[C@@H](C3=CC=CC=C3)OC2=C2C=CC(C)(C)OC2=C1,603,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=603,Leguminosae,,,,,,
COC1=C2OC(C)(C)C=CC2=C2O[C@H](C3=CC=CC=C3)CC(=O)C2=C1,604,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=604,Leguminosae,,,,,,
CC1(C)C=CC2=C3O[C@H](C4=CC=CC=C4)CC(=O)C3=CC=C2O1,605,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=605,Leguminosae,,,,,,
CC(C)=CCC1=C2OC(C)(C)C=CC2=C2O[C@H](C3=CC=CC=C3)CC(=O)C2=C1,606,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=606,Leguminosae,,,,,,
